bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,model_info,numberOfDoors,vehicleTransmission,Владельцы,ПТС,Привод,Руль,sample,price,model_time,xDrive,comment_length
седан,AUDI,чёрный,0.02000244249568425,-0.4735608404879486,бензин,0.29420286936642087,E_KLASSE,4,роботизированная,-1,Дубликат,полный,Левый,0,0.0,-0.1648909687761239,0,-0.7788957713521012
седан,MERCEDES,белый,-1.1165989327863077,-0.9144239796294479,бензин,-0.2976477192975529,E_KLASSE,4,роботизированная,-2,Оригинал,передний,Левый,0,0.0,-0.5327687097448641,0,0.2090528761404736
хэтчбек,AUDI,белый,-1.3060324953333067,-1.1991480903249994,бензин,0.4476021756017618,E_KLASSE,5,механическая,-2,Оригинал,передний,Левый,0,0.0,1.1226811246144668,0,-0.26548148935545535
седан,BMW,синий,-0.7377318076923104,-0.65725381513024,дизель,0.11773746802337659,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,-0.4269826809738177
седан,MERCEDES,чёрный,-0.9271653702393091,-0.65725381513024,бензин,1.468814441418875,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.7548033836457266,0,1.9755967745833016
седан,BMW,синий,1.5354709428716744,2.7961741081448377,бензин,0.6308603464786424,E_KLASSE,4,роботизированная,-1,Оригинал,задний,Левый,0,0.0,-0.1648909687761239,0,-0.49277946274426165
внедорожник,AUDI,чёрный,0.20943600504268312,-0.0969902424712513,дизель,0.661672153608742,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,0.20298677219261632,0,-0.7479912223387108
седан,BMW,серый,-0.7377318076923104,-0.65725381513024,бензин,0.012706101688140395,E_KLASSE,4,автоматическая,-1,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,-0.7390189339154685
седан,BMW,бежевый,-0.7377318076923104,-0.0969902424712513,бензин,-0.7246148230179013,E_KLASSE,4,автоматическая,-1,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,-0.7121020686457414
внедорожник,AUDI,серый,-0.7377318076923104,-0.28068321711354266,бензин,-0.7985533863610267,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,0.007674847085478553
внедорожник,BMW,чёрный,0.20943600504268312,-0.22557532472085526,бензин,1.2783725502436207,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,1.3066199950988369,0,0.7344302093681092
внедорожник,AUDI,синий,0.20943600504268312,-0.20720602725662612,дизель,0.1788235249823368,E_KLASSE,5,автоматическая,-2,Дубликат,полный,Левый,0,0.0,0.9387422541300967,0,-0.48181333244918767
внедорожник,MERCEDES,синий,0.20943600504268312,-0.06025164754279303,дизель,-0.004434645894543843,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,1.907806150941026
внедорожник,BMW,чёрный,1.5354709428716744,0.27958035554544597,бензин,2.8055239742176266,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,2.0423754770363174,0,0.937802080294936
купе,MERCEDES,серебристый,2.482638755606668,3.4023609244643995,бензин,-1.362988552661819,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,1.3066199950988369,0,-0.20666315413642214
седан,AUDI,серый,0.02000244249568425,-0.6021459227375525,бензин,1.5471512008630457,E_KLASSE,4,вариатор,-1,Оригинал,передний,Левый,0,0.0,0.3869256426769864,0,-0.6193884216055704
седан,BMW,серый,-0.7377318076923104,-0.65725381513024,бензин,-0.7985533863610267,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,-0.5007548302315882
внедорожник,BMW,чёрный,-0.7377318076923104,-0.65725381513024,бензин,-0.9818115572379074,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.7167075802292342,0,-0.4897886999365142
купе,MERCEDES,белый,0.20943600504268312,1.6480930166305165,бензин,-1.3849795331670447,E_KLASSE,2,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,-0.6453083659393817
купе,BMW,чёрный,2.10377163051267,2.3093877253427655,бензин,-0.6397296382677301,E_KLASSE,2,роботизированная,-2,Оригинал,задний,Левый,0,0.0,0.9387422541300967,0,-0.6672406265295296
купе,BMW,синий,-0.7377318076923104,-0.6021459227375525,дизель,-0.09850717361134258,E_KLASSE,2,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,1,-0.027217385671575046
седан,BMW,белый,0.20943600504268312,1.3266303110065067,дизель,-1.4680199189970553,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.9006464507136043,1,-0.3432413223568891
внедорожник,BMW,белый,0.20943600504268312,-0.34497575823834464,дизель,-0.891477496206997,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,1.7154004103092733
внедорожник,BMW,белый,-0.7377318076923104,-0.65725381513024,бензин,1.4982823552958775,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.01904790170824622,1,-0.4379488112688917
хэтчбек,AUDI,красный,-1.3060324953333067,-1.1991480903249994,бензин,-0.060487211760085736,E_KLASSE,3,роботизированная,-2,Оригинал,передний,Левый,0,0.0,0.3869256426769864,0,0.3855078817975732
купе,BMW,синий,-0.7377318076923104,-0.65725381513024,дизель,-0.39538541043188924,E_KLASSE,2,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,1,-0.5147117233344096
седан,AUDI,чёрный,1.3460373803246755,0.40816543779504993,бензин,4.23762549356349,E_KLASSE,4,автоматическая,-2,Оригинал,полный,Левый,0,0.0,2.962069829458168,0,-0.7759050085443537
внедорожник,BMW,коричневый,0.20943600504268312,-0.34497575823834464,дизель,-0.5162991515764551,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,2.5976754385947713
хэтчбек,BMW,оранжевый,-1.1165989327863077,-0.7858388973798439,бензин,-0.2365616623385927,E_KLASSE,5,автоматическая,-1,Оригинал,задний,Левый,0,0.0,-0.1648909687761239,0,2.0084951654685237
лифтбек,AUDI,серый,-0.7377318076923104,-0.6021459227375525,дизель,-1.3434410144349518,E_KLASSE,5,роботизированная,0,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,2.146070254624906
внедорожник,BMW,чёрный,-0.7377318076923104,-0.65725381513024,дизель,1.7027984739944766,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,0.01904790170824622,1,1.4292841017014337
седан,MERCEDES,коричневый,0.6830199114101799,-0.03269770134644933,бензин,-0.13882397120425632,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,0.8570514844857547
лифтбек,AUDI,синий,0.20943600504268312,0.9041364693292366,бензин,-1.2689160249450204,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,-0.3741458713702794
внедорожник,AUDI,чёрный,-0.7377318076923104,-0.4092682993631466,бензин,-0.7008156952266903,E_KLASSE,5,роботизированная,-2,Оригинал,полный,Левый,0,0.0,0.3869256426769864,0,0.3017665231806446
седан,MERCEDES,чёрный,0.20943600504268312,-0.22557532472085526,бензин,2.219097827411608,E_KLASSE,4,автоматическая,-1,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,-0.32928442925406765
седан,MERCEDES,серебристый,2.10377163051267,0.6469663048300287,бензин,0.9729422654488197,E_KLASSE,4,автоматическая,0,Дубликат,задний,Левый,0,0.0,4.801458534301869,0,-0.7978372691345017
седан,BMW,синий,-1.2113157140598072,-1.0613783593432808,бензин,-1.427861945152235,E_KLASSE,4,роботизированная,0,Оригинал,передний,Левый,0,0.0,-1.6364019326510848,0,2.564777047709549
седан,BMW,серый,-0.7377318076923104,-0.65725381513024,бензин,-0.2487788737303847,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,-0.9006464507136043,0,-0.7798926922880169
купе,BMW,чёрный,-0.7377318076923104,-0.9144239796294479,бензин,0.9299865501952789,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.9387422541300967,0,0.5370398640567774
внедорожник,MERCEDES,чёрный,0.6830199114101799,0.15099527329584203,бензин,0.520905443952514,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.3869256426769864,0,0.11235154535663935
лифтбек,BMW,белый,-0.7377318076923104,-0.65725381513024,дизель,1.1562004363257004,E_KLASSE,5,автоматическая,0,Дубликат,полный,Левый,0,0.0,-0.1648909687761239,1,-0.4519057043717131
внедорожник,BMW,бежевый,0.20943600504268312,0.46327333018773736,бензин,-0.322082142081137,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,0.01904790170824622,0,-0.7380220129795526
внедорожник,BMW,коричневый,-0.7377318076923104,-0.9695318720221353,бензин,-0.041086280069919975,E_KLASSE,5,автоматическая,-1,Оригинал,задний,Левый,0,0.0,-0.348829839260494,0,-0.5416285886041367
седан,BMW,зелёный,-0.5482982451453116,-0.7858388973798439,бензин,2.8055239742176266,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,1.8584366065519473,0,0.18014216899891491
седан,AUDI,серебристый,-0.26414790132481364,-0.6939924100586983,дизель,-0.15104118259604837,E_KLASSE,4,автоматическая,-1,Оригинал,передний,Левый,0,0.0,2.4102532180050575,0,0.4692492404145019
внедорожник,MERCEDES,белый,2.577355536880167,2.768620161948494,бензин,-0.8229878091446108,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,0.1322899640749557
седан,BMW,серый,-0.7377318076923104,-0.0969902424712513,бензин,0.6405852467465089,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,0.2678712113595068
седан,BMW,белый,0.20943600504268312,-0.22557532472085526,бензин,1.339458607202581,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,1.6744977360675772,0,0.5210891290821243
седан,MERCEDES,белый,-1.1165989327863077,-0.9695318720221353,бензин,-1.1984838012713392,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,-1.4524630621667147,0,-0.08105111621102917
седан,BMW,серый,0.20943600504268312,-0.06025164754279303,дизель,-1.4686674312008203,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,1,3.416147526981657
внедорожник,AUDI,коричневый,0.20943600504268312,-0.0969902424712513,дизель,0.12995467941516864,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,0.20298677219261632,0,-0.6951544127351725
внедорожник,MERCEDES,фиолетовый,-0.7377318076923104,-0.4092682993631466,бензин,0.5385837488364371,E_KLASSE,5,роботизированная,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,2.3943035676679445
внедорожник,MERCEDES,чёрный,0.6830199114101799,0.15099527329584203,бензин,0.11773746802337659,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.9387422541300967,0,0.637728878584275
седан,BMW,белый,-0.7377318076923104,-0.65725381513024,бензин,0.5453398667360981,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,0.5898766736603157
купе,BMW,красный,1.5354709428716744,1.3909228521313086,бензин,-0.4931231015662256,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,-0.1648909687761239,0,-0.16578939576387364
седан,MERCEDES,чёрный,0.20943600504268312,0.7112588459548307,бензин,-0.9085082888871551,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,-0.7619481154415323
лифтбек,AUDI,белый,-0.7377318076923104,-0.4092682993631466,бензин,-0.5664263699169778,E_KLASSE,5,роботизированная,0,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,1.3973826317521276
универсал,AUDI,серебристый,0.3041527863161826,-0.005143755150105623,бензин,-0.004434645894543843,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.7548033836457266,0,-0.44193649501255494
универсал,AUDI,чёрный,-0.7377318076923104,-0.4092682993631466,бензин,0.43538496420996975,E_KLASSE,5,роботизированная,-2,Оригинал,полный,Левый,0,0.0,0.20298677219261632,0,0.8271438564082803
родстер,BMW,красный,-0.26414790132481364,-0.34497575823834464,бензин,-0.9207255002789472,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.9387422541300967,0,-0.5037455930393356
седан,BMW,чёрный,-0.7377318076923104,-0.0969902424712513,бензин,0.07476953555844398,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,0.20298677219261632,1,-0.1338879258145675
хэтчбек,MERCEDES,серый,-1.1165989327863077,-1.2267020365213432,бензин,-0.8045031683088294,E_KLASSE,5,роботизированная,0,Оригинал,передний,Левый,0,0.0,-0.7167075802292342,0,1.4562009669711609
внедорожник,BMW,белый,-0.7377318076923104,-0.6021459227375525,дизель,-0.8896937833437953,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.2685241916823444,1,-0.6921636499274251
внедорожник,BMW,коричневый,-0.7377318076923104,-0.9695318720221353,бензин,0.056651411064416374,E_KLASSE,5,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,0.3137295744116344
внедорожник,MERCEDES,белый,-0.7377318076923104,-0.4092682993631466,бензин,-0.8400919050931196,E_KLASSE,5,роботизированная,0,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,-0.7390189339154685
седан,AUDI,чёрный,0.20943600504268312,0.7112588459548307,бензин,-0.871856654711779,E_KLASSE,4,роботизированная,-1,Оригинал,полный,Левый,0,0.0,-0.7167075802292342,0,-0.6612591009140347
седан,BMW,чёрный,-0.7377318076923104,-0.9695318720221353,бензин,3.758466462777406,E_KLASSE,4,механическая,-2,Дубликат,задний,Левый,0,0.0,4.249641922848759,0,0.5240798918898718
седан,AUDI,чёрный,-0.7377318076923104,-0.6939924100586983,бензин,-0.23747795319297707,E_KLASSE,4,вариатор,-2,Оригинал,передний,Левый,0,0.0,-0.1648909687761239,0,-0.8107972413014073
минивэн,MERCEDES,чёрный,-0.6430150264188109,-1.0981169542717393,дизель,-0.9207255002789472,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,0.01904790170824622,0,0.3217049418989609
внедорожник,MERCEDES,чёрный,2.577355536880167,2.474711402520828,бензин,-0.22434445094680064,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,0.35560025372009874
внедорожник,MERCEDES,чёрный,0.20943600504268312,-0.22557532472085526,бензин,-0.2105878709196428,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.3869256426769864,0,0.5101229987870504
седан,MERCEDES,чёрный,0.6830199114101799,0.46327333018773736,бензин,0.508688232560722,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.01904790170824622,0,-0.6811975196323511
седан,MERCEDES,серый,-0.6430150264188109,-0.7858388973798439,дизель,2.072491290710104,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,-0.6363360775161393
внедорожник,BMW,коричневый,-0.7377318076923104,-0.9695318720221353,дизель,-0.5285530146024225,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.9006464507136043,1,1.7193880940529365
седан,MERCEDES,серый,0.02000244249568425,-0.4735608404879486,бензин,0.6064259236950583,E_KLASSE,4,автоматическая,0,Дубликат,полный,Левый,0,0.0,2.7781309589737977,0,-0.20267547039275885
седан,MERCEDES,белый,0.20943600504268312,1.023536902846726,бензин,-1.230346288581133,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,5.27939275620832
универсал,AUDI,чёрный,-0.7377318076923104,-0.4092682993631466,бензин,0.520905443952514,E_KLASSE,5,роботизированная,0,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,-0.21962312630332775
внедорожник,MERCEDES,чёрный,0.20943600504268312,0.7112588459548307,бензин,-1.425565109410578,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.9006464507136043,0,-0.09799877212159806
седан,MERCEDES,чёрный,0.20943600504268312,-0.06025164754279303,дизель,0.9729422654488197,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,-0.6333453147083918
внедорожник,BMW,серый,-0.7377318076923104,-0.6021459227375525,дизель,-1.2750246306409163,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.2685241916823444,1,2.4212204329376714
седан,BMW,чёрный,0.7777366926836793,0.15099527329584203,бензин,2.6222658033407455,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,1.6744977360675772,0,-0.5755239004252745
седан,BMW,серый,1.5354709428716744,3.393176275732285,бензин,-1.128418093939412,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.2685241916823444,0,-0.6423176031316342
седан,BMW,чёрный,0.20943600504268312,0.15099527329584203,бензин,2.439007632463865,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,0.5708645131613566,0,-0.3223059827026569
внедорожник,MERCEDES,чёрный,-0.6430150264188109,-0.7858388973798439,дизель,-0.8322728898023727,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.9006464507136043,0,0.35560025372009874
седан,BMW,голубой,0.20943600504268312,0.46327333018773736,бензин,0.6675119806540185,E_KLASSE,4,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.9387422541300967,1,0.06549626136859595
седан,MERCEDES,серый,0.20943600504268312,1.3358149597386213,бензин,-0.4564714673908495,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,-0.5326563001808944
лифтбек,AUDI,красный,-0.7377318076923104,-0.28068321711354266,бензин,-0.322082142081137,E_KLASSE,5,роботизированная,-2,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,0.7982331492667215
седан,MERCEDES,чёрный,-0.7377318076923104,-0.65725381513024,бензин,-0.7093677432009448,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.0845853211979744,0,-0.8068095575577441
седан,MERCEDES,коричневый,-0.6430150264188109,-0.4735608404879486,дизель,0.520905443952514,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.7167075802292342,0,-0.4628718346667871
седан,MERCEDES,белый,0.6830199114101799,0.46327333018773736,бензин,-0.8400919050931196,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,0.01904790170824622,0,-0.7011359383506675
седан,BMW,чёрный,-0.7377318076923104,-0.65725381513024,бензин,0.4942719231184074,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,-0.3851120016653534
универсал,AUDI,чёрный,-0.26414790132481364,-0.6939924100586983,дизель,1.5227167780794617,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,1.8584366065519473,0,-0.6233761053492337
седан,BMW,белый,-0.7377318076923104,-0.65725381513024,дизель,0.34090926851724185,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,0.44532313795252226
седан,BMW,чёрный,-0.7377318076923104,-0.65725381513024,бензин,-0.6262907057367588,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,-0.4269826809738177
купе,BMW,серебристый,1.9143380679656714,1.023536902846726,бензин,0.0933030452397925,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.5708645131613566,0,-0.3552043735878789
седан,BMW,белый,0.20943600504268312,0.5275658713125393,дизель,0.11773746802337659,E_KLASSE,4,автоматическая,-2,Дубликат,полный,Левый,0,0.0,-0.1648909687761239,1,-0.665246784657698
седан,MERCEDES,чёрный,-1.1165989327863077,-0.9144239796294479,бензин,0.007782565497248201,E_KLASSE,4,роботизированная,-2,Оригинал,передний,Левый,0,0.0,-0.5327687097448641,0,-0.5336532211168101
внедорожник,BMW,серый,-0.7377318076923104,-0.9695318720221353,дизель,-0.7666786818398412,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.9006464507136043,1,0.8580484054216706
седан,AUDI,чёрный,-0.7377318076923104,-0.6939924100586983,бензин,-0.3587337762565131,E_KLASSE,4,вариатор,-2,Оригинал,передний,Левый,0,0.0,-0.1648909687761239,0,-0.6353391565802234
внедорожник,MERCEDES,белый,0.398869567589682,-0.4184529480952612,бензин,4.515933569068513,E_KLASSE,5,автоматическая,-2,Дубликат,полный,Левый,0,0.0,3.6978253113956483,0,-0.49477330461609326
седан,BMW,чёрный,-0.7377318076923104,-0.9144239796294479,бензин,-0.004434645894543843,E_KLASSE,4,автоматическая,-1,Оригинал,задний,Левый,0,0.0,0.3869256426769864,0,-0.5735300585534429
внедорожник,MERCEDES,белый,0.20943600504268312,0.7112588459548307,бензин,0.03166721376820165,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,0.25291739732076957
седан,BMW,синий,0.20943600504268312,0.5275658713125393,дизель,0.32543006168384137,E_KLASSE,4,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.348829839260494,1,-0.7150928314534889
внедорожник,AUDI,белый,-0.7377318076923104,-0.2347599734529698,бензин,-0.3022780424150421,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,0.5210891290821243
внедорожник,MERCEDES,чёрный,-0.7377318076923104,-0.4092682993631466,бензин,-0.36484238195240914,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,-0.8107972413014073
седан,BMW,серый,-0.7377318076923104,-0.65725381513024,дизель,0.6064259236950583,E_KLASSE,4,автоматическая,0,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,-0.6602621799781189
внедорожник,MERCEDES,чёрный,3.0509394432476635,3.2737758422147953,бензин,-0.8229878091446108,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,-0.6283607100288128
внедорожник,BMW,синий,1.5354709428716744,2.750250864484265,бензин,-0.2732132965139688,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.20298677219261632,0,-0.605431528502749
седан,BMW,чёрный,1.5354709428716744,0.27958035554544597,бензин,1.4616307211205015,E_KLASSE,4,автоматическая,-2,Дубликат,задний,Левый,0,0.0,2.7781309589737977,0,-0.48281025338510347
седан,AUDI,белый,-0.7377318076923104,-0.4092682993631466,бензин,0.3742989072510095,E_KLASSE,4,роботизированная,-2,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,0,-0.19669394477726396
внедорожник,BMW,чёрный,1.5354709428716744,2.750250864484265,бензин,0.03615093034898933,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.20298677219261632,0,-0.3252967455104044
внедорожник,BMW,чёрный,0.20943600504268312,-0.188836729792397,дизель,1.7304093717399265,E_KLASSE,5,автоматическая,-1,Дубликат,полный,Левый,0,0.0,0.7548033836457266,0,-0.5585762445147056
седан,BMW,чёрный,-0.7377318076923104,-0.65725381513024,бензин,-1.0428976141968676,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.1648909687761239,1,-0.6522868124907923
седан,MERCEDES,чёрный,1.8196212866921724,1.831785991272808,бензин,-0.6519468496595222,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,-0.5327687097448641,0,-0.42997344378156516
седан,BMW,белый,0.20943600504268312,0.022410191046238082,бензин,0.6308603464786424,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.20298677219261632,0,0.8879560334991451
купе-хардтоп,MERCEDES,чёрный,-0.9271653702393091,-0.8501314385046459,бензин,2.072491290710104,E_KLASSE,2,автоматическая,-2,Дубликат,задний,Левый,0,0.0,1.4905588655832072,0,-0.27545069871461353
внедорожник,BMW,белый,-0.7377318076923104,-0.0969902424712513,бензин,-0.4931231015662256,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,0.01904790170824622,1,-0.7489881432746266
внедорожник,BMW,белый,-0.7377318076923104,-0.65725381513024,дизель,0.227692370549505,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,-0.5486070351555474
внедорожник,BMW,белый,0.20943600504268312,-0.06025164754279303,дизель,-0.7692320790207258,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,-0.7167075802292342,0,-0.6473022078112133
купе,BMW,красный,0.20943600504268312,-0.34497575823834464,бензин,0.520905443952514,E_KLASSE,2,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.5708645131613566,0,-0.4987609883597565
седан,BMW,белый,-1.1165989327863077,-1.0981169542717393,бензин,0.9607250540570276,E_KLASSE,4,автоматическая,-2,Дубликат,задний,Левый,0,0.0,-0.1648909687761239,0,-0.6353391565802234
внедорожник,AUDI,коричневый,-0.7377318076923104,-0.28068321711354266,бензин,0.9485078426652356,E_KLASSE,5,автоматическая,-2,Оригинал,полный,Левый,0,0.0,-0.348829839260494,0,-0.4897886999365142
внедорожник,BMW,чёрный,-0.26414790132481364,-0.5837766252733234,бензин,1.4669207736531473,E_KLASSE,5,автоматическая,-1,Оригинал,полный,Левый,0,0.0,1.3066199950988369,0,0.2509235554489379
универсал,BMW,чёрный,-0.7377318076923104,-1.0338244131469372,бензин,1.3638930299861651,E_KLASSE,5,механическая,-1,Оригинал,задний,Левый,0,0.0,1.6744977360675772,0,0.5948612783398949
внедорожник,MERCEDES,чёрный,0.11471922376918368,-0.06025164754279303,дизель,-1.4637805466441034,E_KLASSE,5,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.4524630621667147,0,-0.43894573220480754
седан,MERCEDES,чёрный,1.8196212866921724,1.831785991272808,бензин,0.35841653244167987,E_KLASSE,4,автоматическая,0,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,-0.305358326792088
седан,BMW,чёрный,-0.7377318076923104,-1.1624094953965411,бензин,0.7285980376129788,E_KLASSE,4,автоматическая,-2,Оригинал,задний,Левый,0,0.0,0.9387422541300967,0,-0.539634746732305
минивэн,MERCEDES,чёрный,-0.6430150264188109,-0.6021459227375525,дизель,-0.03965686633708031,E_KLASSE,5,автоматическая,0,Оригинал,задний,Левый,0,0.0,-0.7167075802292342,0,-0.32928442925406765
внедорожник,AUDI,голубой,-0.7377318076923104,-0.6939924100586983,бензин,-0.12660675981246428,E_KLASSE,5,роботизированная,-2,Оригинал,полный,Левый,0,0.0,-0.7167075802292342,0,-0.8137880041091548
седан,MERCEDES,чёрный,-0.7377318076923104,-0.4092682993631466,бензин,-0.5468666144787188,E_KLASSE,4,роботизированная,-1,Оригинал,полный,Левый,0,0.0,-0.5327687097448641,0,0.5460121524800198
лифтбек,AUDI,белый,-0.9271653702393091,-0.7858388973798439,бензин,-0.9609323429693347,E_KLASSE,5,вариатор,-2,Оригинал,передний,Левый,0,0.0,-0.1648909687761239,0,-0.17775244699486342
купе,MERCEDES,чёрный,0.20943600504268312,1.023536902846726,бензин,-1.3605451103834607,E_KLASSE,2,автоматическая,0,Оригинал,полный,Левый,0,0.0,-1.2685241916823444,0,-0.6084222913104964
седан,AUDI,чёрный,-0.9271653702393091,-0.8776853847009896,бензин,0.4842538097771379,E_KLASSE,4,вариатор,-1,Оригинал,передний,Левый,0,0.0,0.5708645131613566,0,-0.5117209605266622
